pet_name,pet_type,sex,age,location,link,breed,color,size,weight,pet_id,hair,rescue,address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Purebred,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Peyton,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25535505-chicago-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 44 lb,41804818,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Juliet,dog,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25515631-chicago-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 60 lb,41828404,,The Anti-Cruelty Society,"Chicago, IL",,,,,,,,,,,,,,,
Sophie,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25412719-chicago-illinois-shepherd-unknown-type-mix,Shepherd (Unknown Type) Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 56 lb,41798158,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Cooper,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25475254-chicago-illinois-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 51 lb,41821425,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Bella,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25228538-chicago-illinois-mixed-breed-large-mix,Mixed Breed (Large) Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),(current) 58 lb,41566307,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Artie,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/20194899-chicago-illinois-rhodesian-ridgeback-mix,Rhodesian Ridgeback Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 60 lb,37330848,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Cali,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25446675-chicago-illinois-mixed-breed-large-mix,Mixed Breed (Large) Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),(current) 52 lb,41685152,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Zeus,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23773690-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),(current) 64 lb,39829093,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Lyla,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25000740-chicago-illinois-american-bulldog,American Bulldog,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),(current) 53 lb,41217978,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,Yes,,,,,,,,,,
Yunalesca,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25077923-chicago-illinois-shepherd-unknown-type-mix,Shepherd (Unknown Type) Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 47 lb,41192316,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Beckett,dog,Male,young,"chicago, IL",https://www.adoptapet.com/pet/20613013-chicago-illinois-australian-shepherd-mix,Australian Shepherd Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,,,Act Now Rescue - Chicago Il,"chicago, IL 60601",,Yes,,Yes,,Yes,,,Yes,Yes,,,Yes,,
CASSANDRA - SILLY,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25318808-chicago-illinois-australian-shepherd-mix,Australian Shepherd/Great Pyrenees Mix,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),,14125824-CASSANDRA,,Arkansas Rescuing Unwanted Furry Friends 60601 IL,"Chicago, IL 60601",Yes,,,Yes,,,,,Yes,,Yes,,Yes,,
Pepper,dog,Male,"8 months old,  puppy","chicago, IL",https://www.adoptapet.com/pet/24280479-chicago-illinois-cattle-dog-mix,Cattle Dog/Labrador Retriever Mix,"White - with Red, Golden, Orange or Chestnut",(when grown) Med. 26-60 lbs (12-27 kg),,,,Act Now Rescue - Chicago Il,"chicago, IL 60601",,Yes,,Yes,,,,,Yes,,Yes,,Yes,,
Frankie,dog,Male,puppy,"chicago, IL",https://www.adoptapet.com/pet/21624487-chicago-illinois-beagle-mix,Beagle Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,,,Act Now Rescue - Chicago Il,"chicago, IL 60601",,Yes,,Yes,,,,,Yes,,,,Yes,,
Dover,dog,Male,puppy,"chicago, IL",https://www.adoptapet.com/pet/20948648-chicago-illinois-rottweiler-mix,Rottweiler Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,,,Act Now Rescue - Chicago Il,"chicago, IL 60601",,Yes,,Yes,,,,,Yes,,,,Yes,,
Emilou,dog,Female,young,"chicago, IL",https://www.adoptapet.com/pet/21260047-chicago-illinois-german-shepherd-dog-mix,German Shepherd Dog/Husky Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),,,,Act Now Rescue - Chicago Il,"chicago, IL 60601",Yes,,,Yes,,,,,Yes,Yes,,,,,
Bella,dog,Female,adult,"Hinsdale, IL",https://www.adoptapet.com/pet/24258005-hinsdale-illinois-rhodesian-ridgeback-mix,Rhodesian Ridgeback Mix,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),(current) 64 lb,40491032,,Hinsdale Humane Society,"Hinsdale, IL",Yes,,,,,,,,,,,,,,
Carlin,dog,Male,puppy,"Hinsdale, IL",https://www.adoptapet.com/pet/25526015-hinsdale-illinois-labrador-retriever-mix,Labrador Retriever Mix,"Black - with Brown, Red, Golden, Orange or Chestnut",(when grown) Med. 26-60 lbs (12-27 kg),,D344-19,,Help Save Pets - Hinsdale,"724 N York Rd, Hinsdale, IL 60521",,Yes,,Yes,,,,,,,,,,,
ADOPTED!!!   Opal,dog,Female,puppy,"Hinsdale, IL",https://www.adoptapet.com/pet/25178182-hinsdale-illinois-labrador-retriever-mix,Labrador Retriever/Hound (Unknown Type) Mix,White - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,D274-19,,Help Save Pets - Hinsdale,"724 N York Rd, Hinsdale, IL 60521",Yes,,,Yes,,,,,,,,,,,
ADOPTED!!!   Frank,dog,Male,adult,"Hinsdale, IL",https://www.adoptapet.com/pet/25179579-hinsdale-illinois-labrador-retriever-mix,Labrador Retriever/Great Pyrenees Mix,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,D291-19,,Help Save Pets - Hinsdale,"724 N York Rd, Hinsdale, IL 60521",,Yes,,Yes,,,,,,,,,,,
ADOPTED!!!   Ella,dog,Female,adult,"Hinsdale, IL",https://www.adoptapet.com/pet/25410155-hinsdale-illinois-french-bulldog-mix,French Bulldog Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,D324-19,,Help Save Pets - Hinsdale,"724 N York Rd, Hinsdale, IL 60521",Yes,,,Yes,,,,,,,,,,,
Kujo,dog,Male,young,"Hinsdale, IL",https://www.adoptapet.com/pet/25526336-hinsdale-illinois-chihuahua-mix,Chihuahua Mix,Tan/Yellow/Fawn - with White,(when grown) Small 25 lbs (11 kg) or less,,D356-19,,Help Save Pets - Hinsdale,"724 N York Rd, Hinsdale, IL 60521",,Yes,,Yes,,,,,,,,,,,
ADOPTED!!!   Olivia,dog,Female,puppy,"Hinsdale, IL",https://www.adoptapet.com/pet/25178352-hinsdale-illinois-hound-unknown-type-mix,Hound (Unknown Type)/Labrador Retriever Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,D295-19,,Help Save Pets - Hinsdale,"724 N York Rd, Hinsdale, IL 60521",Yes,,,Yes,,,,,,,,,,,
Ben,dog,Male,puppy,"Hinsdale, IL",https://www.adoptapet.com/pet/25177944-hinsdale-illinois-labrador-retriever-mix,Labrador Retriever/Hound (Unknown Type) Mix,White - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,D292-19,,Help Save Pets - Hinsdale,"724 N York Rd, Hinsdale, IL 60521",,Yes,,Yes,,,,,,,,,,,
Camilia,dog,Female,puppy,"Hinsdale, IL",https://www.adoptapet.com/pet/25526094-hinsdale-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,D346-19,,Help Save Pets - Hinsdale,"724 N York Rd, Hinsdale, IL 60521",Yes,,,Yes,,,,,,,,,,,
Jim,dog,Male,puppy,"Hinsdale, IL",https://www.adoptapet.com/pet/25178056-hinsdale-illinois-labrador-retriever-mix,Labrador Retriever/Hound (Unknown Type) Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),,D293-19,,Help Save Pets - Hinsdale,"724 N York Rd, Hinsdale, IL 60521",,Yes,,Yes,,,,,,,,,,,
Phoenix,dog,Female,"2 years old,  young","Westchester, IL",https://www.adoptapet.com/pet/25316859-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",Yes,,,Yes,,,,,,Yes,,,,,
Raven,dog,Female,"6 months old,  puppy","Westchester, IL",https://www.adoptapet.com/pet/25524277-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",Yes,,,Yes,,,,,,,,,Yes,,Yes
Lucy,dog,Female,"8 months old,  young","Westchester, IL",https://www.adoptapet.com/pet/25300149-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,"Black - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),(current) 44 lbs,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",Yes,,,Yes,,,,,Yes,Yes,Yes,,Yes,,
Luna,dog,Female,"9 months old,  puppy","Westchester, IL",https://www.adoptapet.com/pet/25322666-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",Yes,,,Yes,,,,,Yes,Yes,,,,,
Archie,dog,Male,"2 years old,  young","Westchester, IL",https://www.adoptapet.com/pet/25325107-westchester-illinois-jack-russell-terrier-mix,Jack Russell Terrier Mix,White - with Brown or Chocolate,(when grown) Small 25 lbs (11 kg) or less,,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,,,,,,Yes,Yes,,,Yes,,
Sassy,dog,Female,"6 months old,  puppy","Westchester, IL",https://www.adoptapet.com/pet/25322982-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,Tan/Yellow/Fawn - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",Yes,,,Yes,,,,,Yes,,,,Yes,,
Nate,dog,Male,"2 years old,  adult","Westchester, IL",https://www.adoptapet.com/pet/25540743-westchester-illinois-labrador-retriever-mix,Labrador Retriever Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,
Socks,dog,Male,"6 months old,  puppy","Westchester, IL",https://www.adoptapet.com/pet/25540808-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,Black - with Gray or Silver,(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
Zach,dog,Male,"2 years old,  adult","Westchester, IL",https://www.adoptapet.com/pet/25540922-westchester-illinois-border-collie-mix,Border Collie/Husky Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),(current) 55 lbs,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
Charlie,dog,Male,"6 months old,  puppy","Westchester, IL",https://www.adoptapet.com/pet/25316831-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
Pearl,dog,Female,"2 years old,  adult","Westchester, IL",https://www.adoptapet.com/pet/25524346-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",Yes,,,Yes,,,,,Yes,,,,Yes,,
Reggie,dog,Male,"6 months old,  puppy","Westchester, IL",https://www.adoptapet.com/pet/25524457-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,Yes,,Yes,,
Bruno,dog,Male,"1 year old,  young","Westchester, IL",https://www.adoptapet.com/pet/25034912-westchester-illinois-saluki-mix,Saluki Mix,Black - with Gray or Silver,(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
Ralph,dog,Male,"1 year old,  young","Westchester, IL",https://www.adoptapet.com/pet/25035004-westchester-illinois-saluki-mix,Saluki Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
Chico,dog,Male,"6 months old,  puppy","Westchester, IL",https://www.adoptapet.com/pet/25523811-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,Tan/Yellow/Fawn - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
Mickey,dog,Male,"6 months old,  puppy","Westchester, IL",https://www.adoptapet.com/pet/25523835-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,"Black - with Brown, Red, Golden, Orange or Chestnut",(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
Tailor,dog,Male,"6 months old,  puppy","Westchester, IL",https://www.adoptapet.com/pet/25523866-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,Tan/Yellow/Fawn - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
Magnus,dog,Male,"7 months old,  puppy","Westchester, IL",https://www.adoptapet.com/pet/25088787-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,Yes,,Yes,,
Matthew,dog,Male,"6 months old,  puppy","Westchester, IL",https://www.adoptapet.com/pet/25524219-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,"Black - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,Yes,,Yes,,
Balty,dog,Male,"6 months old,  puppy","Westchester, IL",https://www.adoptapet.com/pet/25300333-westchester-illinois-anatolian-shepherd-mix,Anatolian Shepherd/German Shepherd Dog Mix,Tan/Yellow/Fawn - with Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 31 lbs,,,Traveling Tails Dog Rescue,"Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,Yes,,Yes,,
Sumo,dog,Male,young,"Maywood, IL",https://www.adoptapet.com/pet/25381603-maywood-illinois-portuguese-water-dog-mix,Portuguese Water Dog Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,896056,,"Private Owner (Maywood, IL)","Maywood, IL",,Yes,,,,,,,,,,,,,
Mila,dog,Female,young,"Maywood, IL",https://www.adoptapet.com/pet/25122330-maywood-illinois-terrier-unknown-type-medium-mix,"Terrier (Unknown Type, Medium) Mix",White - with Brown or Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,837487,,"Private Owner (Maywood, IL)","Maywood, IL",Yes,,,Yes,,,,,Yes,,,,Yes,,
Bran,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537491-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41932397,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Sansa,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537495-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,White,(when grown) Small 25 lbs (11 kg) or less,,41932390,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Qu Snow,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25537497-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,White,(when grown) Large 61-100 lbs (28-45 kg),,41931701,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Arya,dog,Female,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537499-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41932368,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Lil Bit,dog,Female,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537503-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,41932488,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Ellen,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537508-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41932208,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Gravy,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537509-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,,41932033,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Muriel,dog,Female,young,"Munster, IN",https://www.adoptapet.com/pet/25537500-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,41931725,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Madeline,dog,Female,young,"Munster, IN",https://www.adoptapet.com/pet/25537502-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,41931723,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Eddie Munster,dog,Male,adult,"Munster, IN",https://www.adoptapet.com/pet/25537492-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,41931764,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Mae,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25537493-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,41931788,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Sunnie,dog,Female,young,"Munster, IN",https://www.adoptapet.com/pet/25537490-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,41931825,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Theresa,dog,Female,young,"Munster, IN",https://www.adoptapet.com/pet/25537507-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,White,(when grown) Small 25 lbs (11 kg) or less,,41931851,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Tammy,dog,Female,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537506-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,White,(when grown) Small 25 lbs (11 kg) or less,,41931875,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Terri,dog,Female,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537501-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41931899,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Timmy,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537496-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,41931881,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Cricket,dog,Female,young,"Munster, IN",https://www.adoptapet.com/pet/25537498-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41931918,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Cous Cous,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537494-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41932460,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Elijah,dog,Female,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537487-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,41932498,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Portia,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537504-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41932270,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Snowball,dog,Female,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537505-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,41932479,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Gumbo,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537489-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,White,(when grown) Small 25 lbs (11 kg) or less,,41932037,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Quinn,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/19342840-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),(current) 67 lb,36581826,,Humane Indiana,"Munster, IN",Yes,,,,,,,,,,,,,,
Rozzy,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/23898559-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,White,(when grown) Large 61-100 lbs (28-45 kg),(current) 63 lb,40252226,,Humane Indiana,"Munster, IN",Yes,,,,,,,,,,,,,,
Gigi,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25394773-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 43 lb,41794256,,Humane Indiana,"Munster, IN",Yes,,,,,,,,,,,,,,
Kinsley,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/22424205-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Brindle,(when grown) Large 61-100 lbs (28-45 kg),(current) 55 lb,39060625,,Humane Indiana,"Munster, IN",Yes,,,,,,,,,,,,,,
Meechy,dog,Male,adult,"Munster, IN",https://www.adoptapet.com/pet/21262163-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Brindle,(when grown) Large 61-100 lbs (28-45 kg),(current) 96 lb,38135566,,Humane Indiana,"Munster, IN",,Yes,,,,,,,,,,,,,
Preacher,dog,Male,adult,"Munster, IN",https://www.adoptapet.com/pet/25460851-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 43 lb,41852963,,Humane Indiana,"Munster, IN",,Yes,,,,,,,,,,,,,
Bailey,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25130387-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 41 lb,41541070,,Humane Indiana,"Munster, IN",Yes,,,,,,,,,,,,,,
Bella Rose,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25460854-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 41 lb,41852981,,Humane Indiana,"Munster, IN",Yes,,,,,,,,,,,,,,
Trixie,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25219275-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,White,(when grown) Large 61-100 lbs (28-45 kg),(current) 43 lb,41629827,,Humane Indiana,"Munster, IN",Yes,,,,,,,,,,,,,,
Georgina,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/24984981-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 52 lb,41265671,,Humane Indiana,"Munster, IN",Yes,,,,,,,,,,,,,,
Terrance,dog,Male,adult,"Munster, IN",https://www.adoptapet.com/pet/25417414-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,(current) 18 lb,41815214,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Miss Fluff,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25534530-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 88 lb,41927290,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
Ember,dog,Male,adult,"Munster, IN",https://www.adoptapet.com/pet/24892121-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,White,(when grown) Large 61-100 lbs (28-45 kg),(current) 55 lb,41178614,,Humane Indiana,"Munster, IN",,Yes,,,,,,,,,,,,,
Millie,dog,Female,young,"Munster, IN",https://www.adoptapet.com/pet/25537488-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,41931717,,Humane Indiana,"Munster, IN",,,,,,,,,,,,,,,
