,pet_name,pet_type,sex,age,location,link,breed,color,size,weight,pet_id,hair,rescue,address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Purebred,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
330,Boston,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25164556-chicago-heights-illinois-black-mouth-cur-mix,Black Mouth Cur Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11625,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
331,Ralphie Lynn,dog,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433557-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-12020,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
332,Boomer,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/24236784-chicago-heights-illinois-cattle-dog-mix,Cattle Dog Mix,,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-9089,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
333,Navy Pier,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24236774-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-7770,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
334,Theo,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25358629-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11863,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
335,Zelda,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25508270-chicago-heights-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-12138,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
336,Dexter,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25458176-chicago-heights-illinois-jack-russell-terrier-mix,Jack Russell Terrier Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-12084,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
337,Julius,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25522276-chicago-heights-illinois-cane-corso-mix,Cane Corso Mix,Black,(when grown) X-Large 101 lbs (46 kg) or more,,SSHS-A-11100,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
338,Pixie,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24236761-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-6433,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
339,Rusty,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24236770-chicago-heights-illinois-chow-chow-mix,Chow Chow Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-4886,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
340,Bounce,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25358631-chicago-heights-illinois-husky-mix,Husky/Pit Bull Terrier Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11868,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
341,Margo,dog,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25513954-chicago-heights-illinois-german-shepherd-dog-mix,German Shepherd Dog Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-12118,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
342,Rex,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25513953-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-10604,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
343,Adele,dog,Female,puppy,"Chicago Heights, IL",https://www.adoptapet.com/pet/25501132-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11992,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
344,Donkey,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433567-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-12024,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
345,Nori,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433564-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-12025,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
346,Cooper,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25400048-chicago-heights-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11858,,"Chicago heights,  IL","Chicago Heights, IL",,,,,,,,,,,,,,,
347,Shadow,dog,Female,puppy,"Sauk Village, IL",https://www.adoptapet.com/pet/25417713-sauk-village-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate - with White,(when grown) Med. 26-60 lbs (12-27 kg),,904301,,"Sauk village,  IL","Sauk Village, IL",Yes,,,,,,,,,,,,,,
348,Teddy,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24883263-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 60 lb,40785057,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
349,Cinnamon,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25476767-chicago-illinois-labrador-retriever-mix,Labrador Retriever Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 64 lb,41744800,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
350,Easy,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25187193-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 67 lb,41363784,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
351,Annay,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25370799-chicago-illinois-shepherd-unknown-type-mix,Shepherd (Unknown Type) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 49 lb,41249469,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
352,Kai,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/21373531-chicago-illinois-german-shepherd-dog-mix,German Shepherd Dog/Labrador Retriever Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 84 lb,38096048,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
353,Caramelo,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25145845-chicago-illinois-mastiff-mix,Mastiff/Shepherd (Unknown Type) Mix,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),(current) 56 lb,41364023,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
354,Timber,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24417730-chicago-illinois-labrador-retriever-mix,Labrador Retriever/Husky Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 47 lb,40640641,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
355,Zeak,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25392091-chicago-illinois-great-dane-mix,Great Dane Mix,Black,(when grown) Small 25 lbs (11 kg) or less,(current) 62 lb,38465294,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
356,Misty,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25468554-chicago-illinois-dutch-shepherd-mix,Dutch Shepherd Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 44 lb,41541809,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
357,Bayne,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25392093-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,White,(when grown) Large 61-100 lbs (28-45 kg),(current) 57 lb,41694741,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
358,Oliver,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25063539-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 69 lb,41239248,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
359,Jesse,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25450222-chicago-illinois-australian-cattle-dog-mix,Australian Cattle Dog Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 44 lb,41805646,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
360,Champ,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24627716-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 83 lb,40652477,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
361,Magic 8 Ball,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25187194-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,White,(when grown) Large 61-100 lbs (28-45 kg),(current) 50 lb,41541465,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
362,Speedy,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25154877-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 77 lb,40843047,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
363,Rambo,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24382838-chicago-illinois-american-bulldog-mix,American Bulldog Mix,Brindle,(when grown) Large 61-100 lbs (28-45 kg),(current) 70 lb,40627474,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
364,Leo,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25224199-chicago-illinois-hound-unknown-type-mix,Hound (Unknown Type) Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 88 lb,41633412,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
365,Drake,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25004654-chicago-illinois-husky-mix,"Husky/Sheltie, Shetland Sheepdog Mix",Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 47 lb,39692178,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
366,Archie,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25440761-chicago-illinois-australian-cattle-dog-mix,Australian Cattle Dog Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 44 lb,41821394,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
367,Peyton,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25535505-chicago-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 44 lb,41804818,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
368,Juliet,dog,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25515631-chicago-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 60 lb,41828404,,"Chicago,  IL","Chicago, IL",,,,,,,,,,,,,,,
369,Sophie,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25412719-chicago-illinois-shepherd-unknown-type-mix,Shepherd (Unknown Type) Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 56 lb,41798158,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
370,Cooper,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25475254-chicago-illinois-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 51 lb,41821425,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
371,Bella,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25228538-chicago-illinois-mixed-breed-large-mix,Mixed Breed (Large) Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),(current) 58 lb,41566307,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
372,Artie,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/20194899-chicago-illinois-rhodesian-ridgeback-mix,Rhodesian Ridgeback Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 60 lb,37330848,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
373,Cali,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25446675-chicago-illinois-mixed-breed-large-mix,Mixed Breed (Large) Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),(current) 52 lb,41685152,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
374,Zeus,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23773690-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),(current) 64 lb,39829093,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
375,Lyla,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25000740-chicago-illinois-american-bulldog,American Bulldog,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),(current) 53 lb,41217978,,"Chicago,  IL","Chicago, IL",Yes,,,,Yes,,,,,,,,,,
376,Yunalesca,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25077923-chicago-illinois-shepherd-unknown-type-mix,Shepherd (Unknown Type) Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 47 lb,41192316,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
377,Beckett,dog,Male,young,"chicago, IL",https://www.adoptapet.com/pet/20613013-chicago-illinois-australian-shepherd-mix,Australian Shepherd Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","chicago, IL 60601",,Yes,,Yes,,Yes,,,Yes,Yes,,,Yes,,
378,CASSANDRA - SILLY,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25318808-chicago-illinois-australian-shepherd-mix,Australian Shepherd/Great Pyrenees Mix,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),,14125824-CASSANDRA,,"Chicago,  IL","Chicago, IL 60601",Yes,,,Yes,,,,,Yes,,Yes,,Yes,,
379,Pepper,dog,Male,puppy,"chicago, IL",https://www.adoptapet.com/pet/24280479-chicago-illinois-cattle-dog-mix,Cattle Dog/Labrador Retriever Mix,"White - with Red, Golden, Orange or Chestnut",(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","chicago, IL 60601",,Yes,,Yes,,,,,Yes,,Yes,,Yes,,
380,Frankie,dog,Male,puppy,"chicago, IL",https://www.adoptapet.com/pet/21624487-chicago-illinois-beagle-mix,Beagle Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","chicago, IL 60601",,Yes,,Yes,,,,,Yes,,,,Yes,,
381,Dover,dog,Male,puppy,"chicago, IL",https://www.adoptapet.com/pet/20948648-chicago-illinois-rottweiler-mix,Rottweiler Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","chicago, IL 60601",,Yes,,Yes,,,,,Yes,,,,Yes,,
382,Emilou,dog,Female,young,"chicago, IL",https://www.adoptapet.com/pet/21260047-chicago-illinois-german-shepherd-dog-mix,German Shepherd Dog/Husky Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),,,,"Chicago,  IL","chicago, IL 60601",Yes,,,Yes,,,,,Yes,Yes,,,,,
383,Bella,dog,Female,adult,"Hinsdale, IL",https://www.adoptapet.com/pet/24258005-hinsdale-illinois-rhodesian-ridgeback-mix,Rhodesian Ridgeback Mix,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),(current) 64 lb,40491032,,"Hinsdale,  IL","Hinsdale, IL",Yes,,,,,,,,,,,,,,
384,Carlin,dog,Male,puppy,"Hinsdale, IL",https://www.adoptapet.com/pet/25526015-hinsdale-illinois-labrador-retriever-mix,Labrador Retriever Mix,"Black - with Brown, Red, Golden, Orange or Chestnut",(when grown) Med. 26-60 lbs (12-27 kg),,D344-19,,"Hinsdale,  IL","724 N York Rd, Hinsdale, IL 60521",,Yes,,Yes,,,,,,,,,,,
385,ADOPTED!!!   Opal,dog,Female,puppy,"Hinsdale, IL",https://www.adoptapet.com/pet/25178182-hinsdale-illinois-labrador-retriever-mix,Labrador Retriever/Hound (Unknown Type) Mix,White - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,D274-19,,"Hinsdale,  IL","724 N York Rd, Hinsdale, IL 60521",Yes,,,Yes,,,,,,,,,,,
386,ADOPTED!!!   Frank,dog,Male,adult,"Hinsdale, IL",https://www.adoptapet.com/pet/25179579-hinsdale-illinois-labrador-retriever-mix,Labrador Retriever/Great Pyrenees Mix,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,D291-19,,"Hinsdale,  IL","724 N York Rd, Hinsdale, IL 60521",,Yes,,Yes,,,,,,,,,,,
387,ADOPTED!!!   Ella,dog,Female,adult,"Hinsdale, IL",https://www.adoptapet.com/pet/25410155-hinsdale-illinois-french-bulldog-mix,French Bulldog Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,D324-19,,"Hinsdale,  IL","724 N York Rd, Hinsdale, IL 60521",Yes,,,Yes,,,,,,,,,,,
388,Kujo,dog,Male,young,"Hinsdale, IL",https://www.adoptapet.com/pet/25526336-hinsdale-illinois-chihuahua-mix,Chihuahua Mix,Tan/Yellow/Fawn - with White,(when grown) Small 25 lbs (11 kg) or less,,D356-19,,"Hinsdale,  IL","724 N York Rd, Hinsdale, IL 60521",,Yes,,Yes,,,,,,,,,,,
389,ADOPTED!!!   Olivia,dog,Female,puppy,"Hinsdale, IL",https://www.adoptapet.com/pet/25178352-hinsdale-illinois-hound-unknown-type-mix,Hound (Unknown Type)/Labrador Retriever Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,D295-19,,"Hinsdale,  IL","724 N York Rd, Hinsdale, IL 60521",Yes,,,Yes,,,,,,,,,,,
390,Ben,dog,Male,puppy,"Hinsdale, IL",https://www.adoptapet.com/pet/25177944-hinsdale-illinois-labrador-retriever-mix,Labrador Retriever/Hound (Unknown Type) Mix,White - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,D292-19,,"Hinsdale,  IL","724 N York Rd, Hinsdale, IL 60521",,Yes,,Yes,,,,,,,,,,,
391,Camilia,dog,Female,puppy,"Hinsdale, IL",https://www.adoptapet.com/pet/25526094-hinsdale-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,D346-19,,"Hinsdale,  IL","724 N York Rd, Hinsdale, IL 60521",Yes,,,Yes,,,,,,,,,,,
392,Jim,dog,Male,puppy,"Hinsdale, IL",https://www.adoptapet.com/pet/25178056-hinsdale-illinois-labrador-retriever-mix,Labrador Retriever/Hound (Unknown Type) Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),,D293-19,,"Hinsdale,  IL","724 N York Rd, Hinsdale, IL 60521",,Yes,,Yes,,,,,,,,,,,
393,Phoenix,dog,Female,young,"Westchester, IL",https://www.adoptapet.com/pet/25316859-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",Yes,,,Yes,,,,,,Yes,,,,,
394,Raven,dog,Female,puppy,"Westchester, IL",https://www.adoptapet.com/pet/25524277-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",Yes,,,Yes,,,,,,,,,Yes,,Yes
395,Lucy,dog,Female,young,"Westchester, IL",https://www.adoptapet.com/pet/25300149-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,"Black - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),(current) 44 lbs,,,"Westchester,  IL","Westchester, IL 60154",Yes,,,Yes,,,,,Yes,Yes,Yes,,Yes,,
396,Luna,dog,Female,puppy,"Westchester, IL",https://www.adoptapet.com/pet/25322666-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",Yes,,,Yes,,,,,Yes,Yes,,,,,
397,Archie,dog,Male,young,"Westchester, IL",https://www.adoptapet.com/pet/25325107-westchester-illinois-jack-russell-terrier-mix,Jack Russell Terrier Mix,White - with Brown or Chocolate,(when grown) Small 25 lbs (11 kg) or less,,,,"Westchester,  IL","Westchester, IL 60154",,Yes,,,,,,,Yes,Yes,,,Yes,,
398,Sassy,dog,Female,puppy,"Westchester, IL",https://www.adoptapet.com/pet/25322982-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,Tan/Yellow/Fawn - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",Yes,,,Yes,,,,,Yes,,,,Yes,,
399,Nate,dog,Male,adult,"Westchester, IL",https://www.adoptapet.com/pet/25540743-westchester-illinois-labrador-retriever-mix,Labrador Retriever Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,
400,Socks,dog,Male,puppy,"Westchester, IL",https://www.adoptapet.com/pet/25540808-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,Black - with Gray or Silver,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
401,Zach,dog,Male,adult,"Westchester, IL",https://www.adoptapet.com/pet/25540922-westchester-illinois-border-collie-mix,Border Collie/Husky Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),(current) 55 lbs,,,"Westchester,  IL","Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
402,Charlie,dog,Male,puppy,"Westchester, IL",https://www.adoptapet.com/pet/25316831-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
403,Pearl,dog,Female,adult,"Westchester, IL",https://www.adoptapet.com/pet/25524346-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",Yes,,,Yes,,,,,Yes,,,,Yes,,
404,Reggie,dog,Male,puppy,"Westchester, IL",https://www.adoptapet.com/pet/25524457-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,Yes,,Yes,,
405,Bruno,dog,Male,young,"Westchester, IL",https://www.adoptapet.com/pet/25034912-westchester-illinois-saluki-mix,Saluki Mix,Black - with Gray or Silver,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
406,Ralph,dog,Male,young,"Westchester, IL",https://www.adoptapet.com/pet/25035004-westchester-illinois-saluki-mix,Saluki Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
407,Chico,dog,Male,puppy,"Westchester, IL",https://www.adoptapet.com/pet/25523811-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,Tan/Yellow/Fawn - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
408,Mickey,dog,Male,puppy,"Westchester, IL",https://www.adoptapet.com/pet/25523835-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,"Black - with Brown, Red, Golden, Orange or Chestnut",(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
409,Tailor,dog,Male,puppy,"Westchester, IL",https://www.adoptapet.com/pet/25523866-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,Tan/Yellow/Fawn - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,,,Yes,,
410,Magnus,dog,Male,puppy,"Westchester, IL",https://www.adoptapet.com/pet/25088787-westchester-illinois-labrador-retriever-mix,Labrador Retriever/Saluki Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,Yes,,Yes,,
411,Matthew,dog,Male,puppy,"Westchester, IL",https://www.adoptapet.com/pet/25524219-westchester-illinois-german-shepherd-dog-mix,German Shepherd Dog/Saluki Mix,"Black - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,,,"Westchester,  IL","Westchester, IL 60154",,Yes,,Yes,,,,,Yes,,Yes,,Yes,,
